0.6091396 	2.0334422 	-1.0249776 	-0.8950121 	-1.4018424 
-1.4001665 	-0.2716971 	-0.1894042 	0.5496096 	-0.2885842 
-0.9241440 	0.3095121 	0.1892302 	-0.9602837 	-0.1259633 
2.2973905 	0.2321499 	-0.2876886 	1.7955827 	0.2401446 
-1.0525689 	0.0673348 	-0.2949103 	0.6236575 	1.5776183 
-1.0196020 	-0.6982225 	0.3087803 	-0.8917583 	-1.6372933 
0.9809775 	1.6917461 	1.9005553 	-2.4066048 	0.0614689 
1.3197625 	-0.1701075 	-1.5971797 	0.4798885 	-0.7175507 
-0.8700600 	-0.3617641 	0.9939625 	1.5242955 	-0.8586075 
0.2028227 	0.6305518 	0.7380551 	-1.9879460 	0.7625842 
1.2136208 	1.5839428 	-1.0200272 	-1.0855282 	-2.5618541 
-2.1250581 	-0.1072049 	-0.7854052 	-0.2039315 	1.6112068 
0.5844533 	-0.4726619 	0.1927576 	0.2229337 	0.6134685 
-0.3497701 	-1.1565555 	-0.4536434 	-1.7612582 	-1.6120006 
-1.1085422 	0.0296945 	1.4090179 	0.0347223 	-1.1194716 
1.7839767 	-0.1626060 	0.1256772 	0.2019277 	-0.0592331 
-0.1630373 	-1.2954730 	-0.5173457 	-0.1687219 	-0.6729894 
-1.1247280 	0.4453400 	-0.3737122 	-0.0521720 	0.2799205 
-0.7184404 	-0.0303648 	0.8899052 	-0.0256277 	0.1708618 
-0.1464981 	0.6145511 	0.5367108 	-0.3766223 	-1.3553011 
-1.6078907 	0.9376480 	-0.5933407 	-0.0719845 	0.3440927 
1.8639862 	-0.4828838 	-0.4034456 	-0.5309164 	-1.0503511 
-0.2234230 	-0.4070436 	1.4655000 	0.3001726 	0.0369583 
-1.7850782 	1.4799695 	0.8944486 	2.2163888 	0.6822164 
-1.8743433 	-2.5779266 	-0.6178649 	-1.5077550 	1.5828506 
0.1645132 	1.0727797 	0.2747663 	0.1924902 	-0.7322657 
-2.0775432 	-0.0042123 	-1.8234589 	-0.9242688 	0.3897296 
-0.1497925 	1.1622731 	1.8630517 	-1.5407219 	-0.5366626 
